Nombre científico	Nombres comunes	Categoria taxonómica	Estatus	Tipo distribución	Usos y Agrobiodiversidad	Ambiente	Numero de registros	Nombre común principal	Foto principal	Reino	División	Phylum	Clase	Orden	Familia	Género	Especie	Bibliografía	URL Enciclovida	Identificador EncicloVida	Identificador CAT
Nicotiana glauca	"Alamo loco (Español), Belladona (Español), Buna moza (Español), Cornetón (ND), Don juan (Español), Gigante (Español), Gigantón (ND), Gretaño (ND), Hierba del gigante (Español), Hierba del zopilote (Español), Hoja de cera (Español), K'uts (Maya), K'uuts (Maya), Levántate don juan (Español), Maraquiana (ND), Me-he-kek (Chontal de Oaxaca), Mostaza montés (Español), Nexticxihuitl (ND), Palo hediondo (Español), Palo loco (Español), Palo virgin (Español), Tabaco (Español), Tabaco amarillo (Español), Tabaco cimarrón (Español), Tabaquillo (Español), Tacote (Español), Tronadora de España (Español), Tzinyacua (Tarasco), Virginio (ND), Xiutecuitlanextli (Náhuatl)"	especie	válido	Exótica	"Medicinal, Ornamental, Parientes silvestres de cultivos"	Terrestre	183	Tabaquillo sudamericano	https://inaturalist-open-data.s3.amazonaws.com/photos/167324799/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Nicotiana	Nicotiana glauca	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Carnevali F. G., Tapia-Muñoz, J. L., Duno de Stefano, R. & Ramírez Morillo, I. M. (Eds. Grales.). 2010. Flora Ilustrada de la Península de Yucatán: Listado Florístico. Centro de Investigación Científica de Yucatán, A. C., Mérida Yucatán, México. 328 pp.
Villaseñor, J. L. & Espinosa-García, F. J. 2004. The alien flowering plants of Mexico. Diversity and Distributions. 10 (2): 113-123.
Ramírez, R., Vargas, P. O., Arreola, H., Cedano, M., González, R., González-Villarreal, L. M., Harker, M., Hernández, l., Martínez, R. E., Pérez de la Rosa, J. et al. 2010. Catálogo de plantas vasculares de Jalisco. Universidad de Guadalajara, Sociedad Botánica de México, Universidad Autónoma Metropolitana. 143 p.
Knapp, S., Bohs, L., Nee, M. & Spooner, D. M. 2004. Solanaceae - a model for linking genomics with biodiversity. Comp Funct Genom. 5: 285-291.
CONABIO. 2016. Sistema de información sobre especies invasoras en México. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad. http://www.biodiversidad.gob.mx/invasoras"	https://enciclovida.mx:443/especies/190642-nicotiana-glauca	190642	54944ANGIO
Physalis (Rydbergis) hederifolia		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	1	Ivyleaf groundcherry	https://inaturalist-open-data.s3.amazonaws.com/photos/77886621/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Physalis	Physalis (Rydbergis) hederifolia	"Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Martínez, M. 1999. Infrageneric taxonomy of Physalis. In: Nee, M., Symon, D. E., Lester, R. N. & Jessop, J. P. (Eds.). Solanaceae IV: advances in biology and utilization. The Royal Botanical Garden, Kew. pp: 275-283."	https://enciclovida.mx:443/especies/190670-physalis-rydbergis-hederifolia	190670	54973ANGIO
Solanum (Solanum) iopetalum		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	3		https://static.inaturalist.org/photos/90117903/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Solanum	Solanum (Solanum) iopetalum	"Ramírez, R., Vargas, P. O., Arreola, H., Cedano, M., González, R., González-Villarreal, L. M., Harker, M., Hernández, l., Martínez, R. E., Pérez de la Rosa, J. et al. 2010. Catálogo de plantas vasculares de Jalisco. Universidad de Guadalajara, Sociedad Botánica de México, Universidad Autónoma Metropolitana. 143 p.
Nee, M. 1999b. Synopsis of Solanum in the New World. Solanaceae IV: Advances in Biology and Utilization. In: M. Nee, D. E. Symon, R. N. Lester & J. P. Jessop (Eds.). Pp. 285-333. Royal Botanic Gardens, Kew.
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145."	https://enciclovida.mx:443/especies/190696-solanum-solanum-iopetalum	190696	54999ANGIO
Solanum (Solanum) lycopersicum	"Aadi-maxi (Otomí), Bachuga (Cuicateco), Be-thoxi (Zapoteco), Bi-tuixi (Zapoteco), Cuatecomate (ND), Del país (ND), Ha'sikil-p'ak (Maya), Jitomate (ND), Jitomate Rio Grande (ND), Mbaremöxü (Mazahua), Mehen-p'ak (Maya), P'ak (Maya), Pacshá (Totonaco), Paklhcha (Totonaco), Pe-those (Zapoteco), Pe-thoxi (Zapoteco), Shitumal (Náhuatl), Tinguaraque (ND), Tomate bola (Español), Tomate chitalino (ND), Tomate rojo (Español), Tomatillo (Español), Ts'ulub-p'ak (Maya), Ts'ulub-pak (Maya), Tuthay (Huasteco), Tuthey (Huasteco), Tzajalpish (Tojolabal), Xayúqui-te (Huichol), Xitomate (ND), Xitómat (Náhuatl), Xucápara (Tarasco)"	especie	válido	Exótica	Parientes silvestres de cultivos	Terrestre	2	Tomate	https://inaturalist-open-data.s3.amazonaws.com/photos/115407615/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Solanum	Solanum (Solanum) lycopersicum	"Nee, M. 1999b. Synopsis of Solanum in the New World. Solanaceae IV: Advances in Biology and Utilization. In: M. Nee, D. E. Symon, R. N. Lester & J. P. Jessop (Eds.). Pp. 285-333. Royal Botanic Gardens, Kew.
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145.
Martínez, M., Montero, J. C., Dean, E. A., Bye, R., Luna-Cavazos, M., Medina, J. M. & Rzedowski, J. 2020. Solanaceae I, géneros Acnistus – Witheringia (excepto Solanum). Fl. Bajío Regiones Adyacentes. 218: 1-238. Instituto de Ecología A. C. Centro Regional Bajío. Pátzcuaro, Michoacán, México"	https://enciclovida.mx:443/especies/190748-solanum-solanum-lycopersicum	190748	55051ANGIO
Solanum nigrescens		especie	válido	Nativa	"Materiales, Medicinal, Consumo humano, Parientes silvestres de cultivos"	"Dulceacuícola, Terrestre"	47	Hierba mora	https://inaturalist-open-data.s3.amazonaws.com/photos/5851135/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Solanum	Solanum nigrescens	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Vibrans, H. 2014. Malezas de México. CONABIO. Disponible en: http://www.conabio.gob.mx/malezasdemexico/ (Accesada en septiembre de 2014)
Arroyo, L. 2008. Tintes naturales mexicanos: su aplicación en algodón, henequén y lana. CONABIO-ENA.
Nee, M. 1999b. Synopsis of Solanum in the New World. Solanaceae IV: Advances in Biology and Utilization. In: M. Nee, D. E. Symon, R. N. Lester & J. P. Jessop (Eds.). Pp. 285-333. Royal Botanic Gardens, Kew.
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145."	https://enciclovida.mx:443/especies/190813-solanum-nigrescens	190813	55116ANGIO
Solanum nigrum	"Bahab-kan (Maya), Bahal-kan (Maya), Berenjena (Español), Bi-tache (Zapoteco), Chichiquelite (Zapoteco), Chichiquílitl (ND), Chuchilitas (Náhuatl), Ha-mung (Chinanteco), Hierba mora (Español), Hierba mora hoja (Español), Hierba mora negra (Español), Hierbamora (Español), Ich-kan (Maya), Ichamal (Huasteco), Itzunchichichitzi (ND), Ixcapul (ND), Laa-bithoxi (Zapoteco), Laurel (Español), Mambia (ND), Maniloche (Guarijío), Mora (Español), Morita (Español), Mustulut (Totonaco), Mutztututi (Totonaco), Pahalkán (ND), Pak'al-kan (Maya), Pettoxe (Zapoteco), Pii-toxe (Zapoteco), Pit-toxi (Zapoteco), Pitoxe (ND), Pitoxi (ND), Quelite (Español), Tojonchíchi (ND), Tojonechichi (ND), Tomaquilit (Náhuatl), Tomatillo (Español), Tonchichi (ND), Toniche (ND), Tucupache-xacua (ND), Tzopilotlácuatl (Náhuatl), Vishate (ND)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	1	Tomatillo del diablo	https://inaturalist-open-data.s3.amazonaws.com/photos/199968101/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Solanum	Solanum nigrum	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Nee, M. 1999b. Synopsis of Solanum in the New World. Solanaceae IV: Advances in Biology and Utilization. In: M. Nee, D. E. Symon, R. N. Lester & J. P. Jessop (Eds.). Pp. 285-333. Royal Botanic Gardens, Kew."	https://enciclovida.mx:443/especies/190815-solanum-nigrum	190815	55118ANGIO
Nicotiana obtusifolia	"Macuchi de coyote (ND), Tabaco cimarrón (Español), Tabaco de coyote (Español), Tabaco papanta (Español), Tabaquillo (Español)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	17	Tabaco de coyote	https://inaturalist-open-data.s3.amazonaws.com/photos/114987734/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Nicotiana	Nicotiana obtusifolia	"Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Knapp, S., Bohs, L., Nee, M. & Spooner, D. M. 2004. Solanaceae - a model for linking genomics with biodiversity. Comp Funct Genom. 5: 285-291.
Hickman, J. C. 1993. The Jepson Manual: Higher Plants of California. 1–1400. University of California Press, Berkeley, USA"	https://enciclovida.mx:443/especies/190826-nicotiana-obtusifolia	190826	55130ANGIO
Physalis (Rydbergis) patula		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	5	Tomatillo pegajoso	https://inaturalist-open-data.s3.amazonaws.com/photos/165049136/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Physalis	Physalis (Rydbergis) patula	"Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Ramírez, R., Vargas, P. O., Arreola, H., Cedano, M., González, R., González-Villarreal, L. M., Harker, M., Hernández, l., Martínez, R. E., Pérez de la Rosa, J. et al. 2010. Catálogo de plantas vasculares de Jalisco. Universidad de Guadalajara, Sociedad Botánica de México, Universidad Autónoma Metropolitana. 143 p.
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145."	https://enciclovida.mx:443/especies/190853-physalis-rydbergis-patula	190853	55157ANGIO
Physalis (Rydbergis) philadelphica		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	9	Tomate de cáscara	https://inaturalist-open-data.s3.amazonaws.com/photos/27784851/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Physalis	Physalis (Rydbergis) philadelphica	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez, M., Montero, J. C., Dean, E. A., Bye, R., Luna-Cavazos, M., Medina, J. M. & Rzedowski, J. 2020. Solanaceae I, géneros Acnistus – Witheringia (excepto Solanum). Fl. Bajío Regiones Adyacentes. 218: 1-238. Instituto de Ecología A. C. Centro Regional Bajío. Pátzcuaro, Michoacán, México"	https://enciclovida.mx:443/especies/190865-physalis-rydbergis-philadelphica	190865	55169ANGIO
Nicotiana plumbaginifolia	"Altamisa (ND), Tabaquillo (Español)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	6	Tabaquillo	https://inaturalist-open-data.s3.amazonaws.com/photos/28227687/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Nicotiana	Nicotiana plumbaginifolia	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Knapp, S., Bohs, L., Nee, M. & Spooner, D. M. 2004. Solanaceae - a model for linking genomics with biodiversity. Comp Funct Genom. 5: 285-291."	https://enciclovida.mx:443/especies/190874-nicotiana-plumbaginifolia	190874	55178ANGIO
Jaltomata procumbens	"Cachimbo (Español), Capulincillo (Español), Chicaltón (ND), Cinco negritos (Español), Citlali (ND), Cuatomate (ND), Ixpulul (ND), Jaltomate (ND), Jitomate (ND), Ojo de venado (Español), Pasagí (Guarijío), Pepizco (ND), Quelite (Español), Saltatonchi (ND), Tinguara (ND), Tinguaraque (ND), Tomatillo (Español), Tomatillo de monte (Español), Tulosis (ND), Tunguaraque (ND), Xaltómatl (Náhuatl), Xpulul (ND)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	18	Jaltomate	https://static.inaturalist.org/photos/214373606/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Jaltomata	Jaltomata procumbens	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Vibrans, H. 2014. Malezas de México. CONABIO. Disponible en: http://www.conabio.gob.mx/malezasdemexico/ (Accesada en septiembre de 2014)
CONABIO. 2016. Sistema de información sobre especies invasoras en México. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad. http://www.biodiversidad.gob.mx/invasoras
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145.
González-Elizondo, M., González-Elizondo, M. S., López-Enríquez, I. L. & Herrera-Arrieta, Y. 2017. Importancia económica y usos tradicionales de la flora. En: CONABIO y SRNYMA (Eds.). La biodiversidad en Durango. Estudio de Estado. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO) y Secretaría de Recursos Naturales y Medio Ambiente de Durango (SRNYMA). México. pp. 513-528.
Calderón de Rzedowski, G. & Rzedowski, J. (Eds.). 2001. Flora fanerogámica del Valle de México. Instituto de Ecología, A.C. y Comisión Nacional para el Conocimiento y Uso de la Biodiversidad, Pátzcuaro (Michoacán). (Edición digital: INECOL 2010)
UNEP-WCMC (Comps.). 2020. The Checklist of CITES Species Website. CITES Secretariat, Geneva, Switzerland. Compiled by UNEP-WCMC, Cambridge, UK. Available at: http://checklist.cites.org. [Accessed 29/05/2020]"	https://enciclovida.mx:443/especies/190885-jaltomata-procumbens	190885	55189ANGIO
Solanum (Solanum) pseudocapsicum	"Chilpate (ND), Collar de reina (Español), Coral (Español), Corral (ND), Manzanita de amor (Español)"	especie	válido	Exótica	"Medicinal, Parientes silvestres de cultivos"	Terrestre	1	Collar de reina	https://inaturalist-open-data.s3.amazonaws.com/photos/34797463/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Solanum	Solanum (Solanum) pseudocapsicum	"Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Nee, M. 1999b. Synopsis of Solanum in the New World. Solanaceae IV: Advances in Biology and Utilization. In: M. Nee, D. E. Symon, R. N. Lester & J. P. Jessop (Eds.). Pp. 285-333. Royal Botanic Gardens, Kew.
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145.
Knapp, S. 2020 (onwards). Solanaceae Source. A global taxonomic resource for the nighshade family. Disponioble en: http://www.solanaceaesource.org/"	https://enciclovida.mx:443/especies/190888-solanum-solanum-pseudocapsicum	190888	55192ANGIO
Solanum (Solanum) pubigerum	"Capulincillo (Español), Hierba mora (Español)"	especie	válido	Nativa	"Medicinal, Parientes silvestres de cultivos"	Terrestre	10	Hierba del muerto	https://inaturalist-open-data.s3.amazonaws.com/photos/209683145/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Solanum	Solanum (Solanum) pubigerum	"Sosa, V. 1995. Recuento de la diversidad florística de Veracruz. División de Vegetación y Flora. Instituto de Ecología A. C. Base de datos SNIB-CONABIO, proyecto No. P011. México, D.F.
Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Ramírez, R., Vargas, P. O., Arreola, H., Cedano, M., González, R., González-Villarreal, L. M., Harker, M., Hernández, l., Martínez, R. E., Pérez de la Rosa, J. et al. 2010. Catálogo de plantas vasculares de Jalisco. Universidad de Guadalajara, Sociedad Botánica de México, Universidad Autónoma Metropolitana. 143 p.
Nee, M. 1999b. Synopsis of Solanum in the New World. Solanaceae IV: Advances in Biology and Utilization. In: M. Nee, D. E. Symon, R. N. Lester & J. P. Jessop (Eds.). Pp. 285-333. Royal Botanic Gardens, Kew.
Martínez, M., Vargas-Ponce, O., Rodríguez, A., Chiang, F. & Ocegueda, S. 2017. Solanaceae family in Mexico. Bot. Sci. Vol. 95 (1): 131-145."	https://enciclovida.mx:443/especies/190892-solanum-solanum-pubigerum	190892	55196ANGIO
Nicotiana repanda		especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	2	Fiddleleaf Tobacco	https://inaturalist-open-data.s3.amazonaws.com/photos/7112345/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Solanales	Solanaceae	Nicotiana	Nicotiana repanda	"Martínez, M., Rodriguez, A., Vargas, O. y F. Chiang. 2011. Informe Final SNIB-CONABIO. Proyecto No. HS004. México, D. F. Catálogo nomenclatural de las Solanaceae de México. Universidad Autónoma de Querétaro
Knapp, S., Bohs, L., Nee, M. & Spooner, D. M. 2004. Solanaceae - a model for linking genomics with biodiversity. Comp Funct Genom. 5: 285-291."	https://enciclovida.mx:443/especies/190905-nicotiana-repanda	190905	55209ANGIO
